state,date,PUAPEUC,,,,,
IL,2021-02-06,236759,,,,,
IN,2021-02-06,80829,,,,,
IA,2021-02-06,8584,,,,,
KS,2021-02-06,268,,,,,
KY,2021-02-06,37114,,,,,
LA,2021-02-06,78033,,,,,
ME,2021-02-06,19185,,,,,
MD,2021-02-06,79391,,,,,
MA,2021-02-06,182048,,,,,
MI,2021-02-06,96516,,,,,
MN,2021-02-06,140100,,,,,
MS,2021-02-06,35044,,,,,
MO,2021-02-06,23619,,,,,
MT,2021-02-06,9257,,,,,
NE,2021-02-06,4932,,,,,
NV,2021-02-06,59448,,,,,
NH,2021-02-06,10901,,,,,
NJ,2021-02-06,362036,,,,,
NM,2021-02-06,16572,,,,,
NY,2021-02-06,762088,,,,,
NC,2021-02-06,193039,,,,,
ND,2021-02-06,8607,,,,,
OH,2021-02-06,134240,,,,,
OK,2021-02-06,48556,,,,,
OR,2021-02-06,75271,,,,,
PA,2021-02-06,244796,,,,,
PR,2021-02-06,87091,,,,,
RI,2021-02-06,17248,,,,,
SC,2021-02-06,87667,,,,,
SD,2021-02-06,1219,,,,,
TN,2021-02-06,60185,,,,,
TX,2021-02-06,471447,,,,,
UT,2021-02-06,12447,,,,,
VT,2021-02-06,13567,,,,,
VI,2021-02-06,27,,,,,
VA,2021-02-06,38033,,,,,
WA,2021-02-06,3542,,,,,
WV,2021-02-06,22084,,,,,
WI,2021-02-06,24603,,,,,
WY,2021-02-06,4887,,,,,
AL,2021-02-13,61730,,,,,
AK,2021-02-13,13777,,,,,
AZ,2021-02-13,71918,,,,,
AR,2021-02-13,16859,,,,,
CA,2021-02-13,813651,,,,,
CO,2021-02-13,21652,,,,,
CT,2021-02-13,71767,,,,,
DE,2021-02-13,12569,,,,,
DC,2021-02-13,10926,,,,,
FL,2021-02-13,0,,,,,
GA,2021-02-13,0,,,,,
HI,2021-02-13,55428,,,,,
ID,2021-02-13,7122,,,,,
IL,2021-02-13,251700,,,,,
IN,2021-02-13,79817,,,,,
IA,2021-02-13,46909,,,,,
KS,2021-02-13,1664,,,,,
KY,2021-02-13,39672,,,,,
LA,2021-02-13,78092,,,,,
ME,2021-02-13,19292,,,,,
MD,2021-02-13,80310,,,,,
MA,2021-02-13,184251,,,,,
MI,2021-02-13,237242,,,,,
MN,2021-02-13,139207,,,,,
MS,2021-02-13,30781,,,,,
MO,2021-02-13,22519,,,,,
MT,2021-02-13,9089,,,,,
NE,2021-02-13,5156,,,,,
NV,2021-02-13,56507,,,,,
NH,2021-02-13,11118,,,,,
NJ,2021-02-13,255935,,,,,
NM,2021-02-13,23087,,,,,
NY,2021-02-13,754700,,,,,
NC,2021-02-13,193528,,,,,
ND,2021-02-13,8220,,,,,
OH,2021-02-13,131907,,,,,
OK,2021-02-13,49336,,,,,
OR,2021-02-13,76994,,,,,
PA,2021-02-13,264750,,,,,
PR,2021-02-13,64351,,,,,
RI,2021-02-13,17417,,,,,
SC,2021-02-13,86981,,,,,
SD,2021-02-13,1162,,,,,
TN,2021-02-13,59696,,,,,
TX,2021-02-13,319377,,,,,
UT,2021-02-13,12690,,,,,
VT,2021-02-13,13376,,,,,
VI,2021-02-13,96,,,,,
VA,2021-02-13,37021,,,,,
WA,2021-02-13,3153,,,,,
WV,2021-02-13,21709,,,,,
WI,2021-02-13,23458,,,,,
WY,2021-02-13,5123,,,,,
AL,2021-02-20,62895,,,,,
AK,2021-02-20,15289,,,,,
AZ,2021-02-20,75982,,,,,
AR,2021-02-20,23792,,,,,
CA,2021-02-20,1793290,,,,,
CO,2021-02-20,74893,,,,,
CT,2021-02-20,80858,,,,,
DE,2021-02-20,13063,,,,,
DC,2021-02-20,10110,,,,,
FL,2021-02-20,0,,,,,
GA,2021-02-20,0,,,,,
HI,2021-02-20,60347,,,,,
ID,2021-02-20,7992,,,,,
IL,2021-02-20,250834,,,,,
IN,2021-02-20,80427,,,,,
IA,2021-02-20,72604,,,,,
KS,2021-02-20,5470,,,,,
KY,2021-02-20,36783,,,,,
LA,2021-02-20,80650,,,,,
ME,2021-02-20,19647,,,,,
MD,2021-02-20,80169,,,,,
MA,2021-02-20,188216,,,,,
MI,2021-02-20,128905,,,,,
MN,2021-02-20,140119,,,,,
MS,2021-02-20,30035,,,,,
MO,2021-02-20,24226,,,,,
MT,2021-02-20,9519,,,,,
NE,2021-02-20,5504,,,,,
NV,2021-02-20,56295,,,,,
NH,2021-02-20,11390,,,,,
NJ,2021-02-20,213885,,,,,
NM,2021-02-20,24025,,,,,
NY,2021-02-20,775548,,,,,
NC,2021-02-20,198159,,,,,
ND,2021-02-20,8079,,,,,
OH,2021-02-20,136221,,,,,
OK,2021-02-20,47720,,,,,
OR,2021-02-20,83270,,,,,
PA,2021-02-20,258073,,,,,
PR,2021-02-20,80800,,,,,
RI,2021-02-20,18029,,,,,
SC,2021-02-20,85691,,,,,
SD,2021-02-20,1409,,,,,
TN,2021-02-20,61083,,,,,
TX,2021-02-20,463385,,,,,
UT,2021-02-20,12931,,,,,
VT,2021-02-20,13881,,,,,
VI,2021-02-20,20,,,,,
VA,2021-02-20,35203,,,,,
WA,2021-02-20,3133,,,,,
WV,2021-02-20,22370,,,,,
WI,2021-02-20,23538,,,,,
WY,2021-02-20,5354,,,,,
AL,2021-02-27,64171,,,,,
AK,2021-02-27,15633,,,,,
AZ,2021-02-27,75836,,,,,
AR,2021-02-27,23271,,,,,
CA,2021-02-27,1012743,,,,,
CO,2021-02-27,75589,,,,,
CT,2021-02-27,80858,,,,,
DE,2021-02-27,13270,,,,,
DC,2021-02-27,9781,,,,,
FL,2021-02-27,0,,,,,
GA,2021-02-27,0,,,,,
HI,2021-02-27,35794,,,,,
ID,2021-02-27,7761,,,,,
IL,2021-02-27,272019,,,,,
IN,2021-02-27,80649,,,,,
IA,2021-02-27,39406,,,,,
KS,2021-02-27,14098,,,,,
KY,2021-02-27,39440,,,,,
LA,2021-02-27,81316,,,,,
ME,2021-02-27,19687,,,,,
MD,2021-02-27,82313,,,,,
MA,2021-02-27,201364,,,,,
MI,2021-02-27,254543,,,,,
MN,2021-02-27,141818,,,,,
MS,2021-02-27,29707,,,,,
MO,2021-02-27,22090,,,,,
MT,2021-02-27,9458,,,,,
NE,2021-02-27,5769,,,,,
NV,2021-02-27,71695,,,,,
NH,2021-02-27,11472,,,,,
NJ,2021-02-27,207332,,,,,
NM,2021-02-27,21619,,,,,
NY,2021-02-27,779633,,,,,
NC,2021-02-27,198643,,,,,
ND,2021-02-27,8118,,,,,
OH,2021-02-27,136376,,,,,
OK,2021-02-27,47709,,,,,
OR,2021-02-27,95964,,,,,
PA,2021-02-27,274564,,,,,
PR,2021-02-27,62484,,,,,
RI,2021-02-27,19948,,,,,
SC,2021-02-27,84979,,,,,
SD,2021-02-27,1241,,,,,
TN,2021-02-27,61613,,,,,
TX,2021-02-27,346836,,,,,
UT,2021-02-27,12989,,,,,
VT,2021-02-27,13755,,,,,
VI,2021-02-27,36,,,,,
VA,2021-02-27,29425,,,,,
WA,2021-02-27,3554,,,,,
WV,2021-02-27,22807,,,,,
WI,2021-02-27,46130,,,,,
WY,2021-02-27,5497,,,,,
AL,2021-03-06,66246,,,,,
AK,2021-03-06,16595,,,,,
AZ,2021-03-06,69925,,,,,
AR,2021-03-06,23591,,,,,
CA,2021-03-06,1703952,,,,,
CO,2021-03-06,78421,,,,,
CT,2021-03-06,80694,,,,,
DE,2021-03-06,13388,,,,,
DC,2021-03-06,9083,,,,,
FL,2021-03-06,0,,,,,
GA,2021-03-06,0,,,,,
HI,2021-03-06,33640,,,,,
ID,2021-03-06,8013,,,,,
IL,2021-03-06,265605,,,,,
IN,2021-03-06,81597,,,,,
IA,2021-03-06,41866,,,,,
KS,2021-03-06,16522,,,,,
KY,2021-03-06,36602,,,,,
LA,2021-03-06,82166,,,,,
ME,2021-03-06,19776,,,,,
MD,2021-03-06,84413,,,,,
MA,2021-03-06,207829,,,,,
MI,2021-03-06,163353,,,,,
MN,2021-03-06,143350,,,,,
MS,2021-03-06,29015,,,,,
MO,2021-03-06,21479,,,,,
MT,2021-03-06,9590,,,,,
NE,2021-03-06,5656,,,,,
NV,2021-03-06,96381,,,,,
NH,2021-03-06,11433,,,,,
NJ,2021-03-06,210083,,,,,
NM,2021-03-06,21562,,,,,
NY,2021-03-06,772466,,,,,
NC,2021-03-06,198758,,,,,
ND,2021-03-06,8109,,,,,
OH,2021-03-06,136777,,,,,
OK,2021-03-06,47412,,,,,
OR,2021-03-06,96760,,,,,
PA,2021-03-06,372778,,,,,
PR,2021-03-06,76554,,,,,
RI,2021-03-06,20242,,,,,
SC,2021-03-06,84085,,,,,
SD,2021-03-06,1371,,,,,
TN,2021-03-06,61174,,,,,
TX,2021-03-06,544134,,,,,
UT,2021-03-06,13009,,,,,
VT,2021-03-06,14238,,,,,
VI,2021-03-06,16,,,,,
VA,2021-03-06,27070,,,,,
WA,2021-03-06,4001,,,,,
WV,2021-03-06,22677,,,,,
WI,2021-03-06,58957,,,,,
WY,2021-03-06,5661,,,,,
AL,2021-03-13,66540,,,,,
AK,2021-03-13,16463,,,,,
AZ,2021-03-13,74810,,,,,
AR,2021-03-13,22441,,,,,
CA,2021-03-13,1189737,,,,,
CO,2021-03-13,79178,,,,,
CT,2021-03-13,81260,,,,,
DE,2021-03-13,13642,,,,,
DC,2021-03-13,8334,,,,,
FL,2021-03-13,0,,,,,
GA,2021-03-13,0,,,,,
HI,2021-03-13,40297,,,,,
ID,2021-03-13,7799,,,,,
IL,2021-03-13,271217,,,,,
IN,2021-03-13,80410,,,,,
IA,2021-03-13,38616,,,,,
KS,2021-03-13,13079,,,,,
KY,2021-03-13,38002,,,,,
LA,2021-03-13,76984,,,,,
ME,2021-03-13,19104,,,,,
MD,2021-03-13,81988,,,,,
MA,2021-03-13,203887,,,,,
MI,2021-03-13,268412,,,,,
MN,2021-03-13,141501,,,,,
MS,2021-03-13,36210,,,,,
MO,2021-03-13,19829,,,,,
MT,2021-03-13,9170,,,,,
NE,2021-03-13,5460,,,,,
NV,2021-03-13,107056,,,,,
NH,2021-03-13,11222,,,,,
NJ,2021-03-13,203471,,,,,
NM,2021-03-13,19557,,,,,
NY,2021-03-13,736592,,,,,
NC,2021-03-13,191710,,,,,
ND,2021-03-13,7739,,,,,
OH,2021-03-13,133601,,,,,
OK,2021-03-13,47160,,,,,
OR,2021-03-13,97336,,,,,
PA,2021-03-13,336237,,,,,
PR,2021-03-13,39821,,,,,
RI,2021-03-13,20715,,,,,
SC,2021-03-13,81439,,,,,
SD,2021-03-13,1374,,,,,
TN,2021-03-13,59401,,,,,
TX,2021-03-13,380468,,,,,
UT,2021-03-13,12426,,,,,
VT,2021-03-13,14000,,,,,
VI,2021-03-13,62,,,,,
VA,2021-03-13,24550,,,,,
WA,2021-03-13,3644,,,,,
WV,2021-03-13,22562,,,,,
WI,2021-03-13,51705,,,,,
WY,2021-03-13,5438,,,,,
AL,2021-03-20,64947,,,,,
AK,2021-03-20,15604,,,,,
AZ,2021-03-20,67943,,,,,
AR,2021-03-20,22172,,,,,
CA,2021-03-20,1334080,,,,,
CO,2021-03-20,76308,,,,,
CT,2021-03-20,74756,,,,,
DE,2021-03-20,13880,,,,,
DC,2021-03-20,7438,,,,,
FL,2021-03-20,0,,,,,
GA,2021-03-20,0,,,,,
HI,2021-03-20,32563,,,,,
ID,2021-03-20,7395,,,,,
IL,2021-03-20,255324,,,,,
IN,2021-03-20,79521,,,,,
IA,2021-03-20,29055,,,,,
KS,2021-03-20,11539,,,,,
KY,2021-03-20,33408,,,,,
LA,2021-03-20,80201,,,,,
ME,2021-03-20,18658,,,,,
MD,2021-03-20,84465,,,,,
MA,2021-03-20,198327,,,,,
MI,2021-03-20,208239,,,,,
MN,2021-03-20,167551,,,,,
MS,2021-03-20,26847,,,,,
MO,2021-03-20,63508,,,,,
MT,2021-03-20,8913,,,,,
NE,2021-03-20,5388,,,,,
NV,2021-03-20,98706,,,,,
NH,2021-03-20,9373,,,,,
NJ,2021-03-20,174956,,,,,
NM,2021-03-20,18898,,,,,
NY,2021-03-20,752208,,,,,
NC,2021-03-20,184039,,,,,
ND,2021-03-20,7317,,,,,
OH,2021-03-20,131334,,,,,
OK,2021-03-20,44645,,,,,
OR,2021-03-20,93680,,,,,
PA,2021-03-20,300790,,,,,
PR,2021-03-20,15430,,,,,
RI,2021-03-20,20784,,,,,
SC,2021-03-20,79262,,,,,
SD,2021-03-20,1224,,,,,
TN,2021-03-20,63011,,,,,
TX,2021-03-20,534327,,,,,
UT,2021-03-20,12197,,,,,
VT,2021-03-20,12328,,,,,
VI,2021-03-20,51,,,,,
VA,2021-03-20,22571,,,,,
WA,2021-03-20,3172,,,,,
WV,2021-03-20,19991,,,,,
WI,2021-03-20,38137,,,,,
WY,2021-03-20,5207,,,,,
AL,2021-03-27,58423,,,,,
AK,2021-03-27,16362,,,,,
AZ,2021-03-27,64484,,,,,
AR,2021-03-27,21883,,,,,
CA,2021-03-27,911742,,,,,
CO,2021-03-27,72405,,,,,
CT,2021-03-27,71781,,,,,
DE,2021-03-27,14031,,,,,
DC,2021-03-27,6929,,,,,
FL,2021-03-27,0,,,,,
GA,2021-03-27,0,,,,,
HI,2021-03-27,36610,,,,,
ID,2021-03-27,6654,,,,,
IL,2021-03-27,240789,,,,,
IN,2021-03-27,74041,,,,,
IA,2021-03-27,25301,,,,,
KS,2021-03-27,7755,,,,,
KY,2021-03-27,34633,,,,,
LA,2021-03-27,74222,,,,,
ME,2021-03-27,17832,,,,,
MD,2021-03-27,84833,,,,,
MA,2021-03-27,219137,,,,,
MI,2021-03-27,280453,,,,,
MN,2021-03-27,173344,,,,,
MS,2021-03-27,24067,,,,,
MO,2021-03-27,62577,,,,,
MT,2021-03-27,8636,,,,,
NE,2021-03-27,5216,,,,,
NV,2021-03-27,104810,,,,,
NH,2021-03-27,8404,,,,,
NJ,2021-03-27,196499,,,,,
NM,2021-03-27,46519,,,,,
NY,2021-03-27,754875,,,,,
NC,2021-03-27,175623,,,,,
ND,2021-03-27,7321,,,,,
OH,2021-03-27,125421,,,,,
OK,2021-03-27,40392,,,,,
OR,2021-03-27,88226,,,,,
PA,2021-03-27,307187,,,,,
PR,2021-03-27,6267,,,,,
RI,2021-03-27,20440,,,,,
SC,2021-03-27,80424,,,,,
SD,2021-03-27,1237,,,,,
TN,2021-03-27,63355,,,,,
TX,2021-03-27,410948,,,,,
UT,2021-03-27,11695,,,,,
VT,2021-03-27,9931,,,,,
VI,2021-03-27,52,,,,,
VA,2021-03-27,19765,,,,,
WA,2021-03-27,2931,,,,,
WV,2021-03-27,18039,,,,,
WI,2021-03-27,38566,,,,,
WY,2021-03-27,5164,,,,,
AL,2021-04-03,53615,,,,,
AK,2021-04-03,16409,,,,,
AZ,2021-04-03,60937,,,,,
AR,2021-04-03,21835,,,,,
CA,2021-04-03,1318684,,,,,
CO,2021-04-03,68844,,,,,
CT,2021-04-03,72320,,,,,
DE,2021-04-03,14046,,,,,
DC,2021-04-03,6720,,,,,
FL,2021-04-03,0,,,,,
GA,2021-04-03,0,,,,,
HI,2021-04-03,32215,,,,,
ID,2021-04-03,5944,,,,,
IL,2021-04-03,262153,,,,,
IN,2021-04-03,72774,,,,,
IA,2021-04-03,23361,,,,,
KS,2021-04-03,8156,,,,,
KY,2021-04-03,29166,,,,,
LA,2021-04-03,73505,,,,,
ME,2021-04-03,17903,,,,,
MD,2021-04-03,84913,,,,,
MA,2021-04-03,218546,,,,,
MI,2021-04-03,251775,,,,,
MN,2021-04-03,176651,,,,,
MS,2021-04-03,23456,,,,,
MO,2021-04-03,57924,,,,,
MT,2021-04-03,8601,,,,,
NE,2021-04-03,5097,,,,,
NV,2021-04-03,104185,,,,,
NH,2021-04-03,7226,,,,,
NJ,2021-04-03,192757,,,,,
NM,2021-04-03,42688,,,,,
NY,2021-04-03,740243,,,,,
NC,2021-04-03,171926,,,,,
ND,2021-04-03,7435,,,,,
OH,2021-04-03,123283,,,,,
OK,2021-04-03,35295,,,,,
OR,2021-04-03,87349,,,,,
PA,2021-04-03,291434,,,,,
PR,2021-04-03,6785,,,,,
RI,2021-04-03,19885,,,,,
SC,2021-04-03,79034,,,,,
SD,2021-04-03,1171,,,,,
TN,2021-04-03,58973,,,,,
TX,2021-04-03,553093,,,,,
UT,2021-04-03,11065,,,,,
VT,2021-04-03,10371,,,,,
VI,2021-04-03,26,,,,,
VA,2021-04-03,17561,,,,,
WA,2021-04-03,2795,,,,,
WV,2021-04-03,17146,,,,,
WI,2021-04-03,38087,,,,,
WY,2021-04-03,572,,,,,
AL,2021-04-10,49658,,,,,
AK,2021-04-10,16542,,,,,
AZ,2021-04-10,57614,,,,,
AR,2021-04-10,18987,,,,,
CA,2021-04-10,1047166,,,,,
CO,2021-04-10,68047,,,,,
CT,2021-04-10,77004,,,,,
DE,2021-04-10,14222,,,,,
DC,2021-04-10,6516,,,,,
FL,2021-04-10,0,,,,,
GA,2021-04-10,0,,,,,
HI,2021-04-10,35187,,,,,
ID,2021-04-10,5700,,,,,
IL,2021-04-10,260222,,,,,
IN,2021-04-10,66012,,,,,
IA,2021-04-10,24074,,,,,
KS,2021-04-10,11325,,,,,
KY,2021-04-10,24800,,,,,
LA,2021-04-10,72261,,,,,
ME,2021-04-10,17408,,,,,
MD,2021-04-10,84974,,,,,
MA,2021-04-10,222385,,,,,
MI,2021-04-10,286913,,,,,
MN,2021-04-10,180124,,,,,
MS,2021-04-10,25479,,,,,
MO,2021-04-10,55363,,,,,
MT,2021-04-10,8140,,,,,
NE,2021-04-10,4850,,,,,
NV,2021-04-10,95574,,,,,
NH,2021-04-10,7014,,,,,
NJ,2021-04-10,197529,,,,,
NM,2021-04-10,40267,,,,,
NY,2021-04-10,706023,,,,,
NC,2021-04-10,171110,,,,,
ND,2021-04-10,5846,,,,,
OH,2021-04-10,122863,,,,,
OK,2021-04-10,37770,,,,,
OR,2021-04-10,85120,,,,,
PA,2021-04-10,307907,,,,,
PR,2021-04-10,4853,,,,,
RI,2021-04-10,19005,,,,,
SC,2021-04-10,77607,,,,,
SD,2021-04-10,1170,,,,,
TN,2021-04-10,58324,,,,,
TX,2021-04-10,426994,,,,,
UT,2021-04-10,10884,,,,,
VT,2021-04-10,10728,,,,,
VI,2021-04-10,21,,,,,
VA,2021-04-10,16936,,,,,
WA,2021-04-10,2560,,,,,
WV,2021-04-10,17057,,,,,
WI,2021-04-10,25130,,,,,
WY,2021-04-10,4834,,,,,
AL,2021-04-17,50755,,,,,
AK,2021-04-17,16274,,,,,
AZ,2021-04-17,54002,,,,,
AR,2021-04-17,20394,,,,,
CA,2021-04-17,723379,,,,,
CO,2021-04-17,67603,,,,,
CT,2021-04-17,82109,,,,,
DE,2021-04-17,14214,,,,,
DC,2021-04-17,5904,,,,,
FL,2021-04-17,0,,,,,
GA,2021-04-17,0,,,,,
HI,2021-04-17,31814,,,,,
ID,2021-04-17,5990,,,,,
IL,2021-04-17,260760,,,,,
IN,2021-04-17,68456,,,,,
IA,2021-04-17,23526,,,,,
KS,2021-04-17,9446,,,,,
KY,2021-04-17,29176,,,,,
LA,2021-04-17,73002,,,,,
ME,2021-04-17,17164,,,,,
MD,2021-04-17,85960,,,,,
MA,2021-04-17,223986,,,,,
MI,2021-04-17,256547,,,,,
MN,2021-04-17,180590,,,,,
MS,2021-04-17,29613,,,,,
MO,2021-04-17,53943,,,,,
MT,2021-04-17,8014,,,,,
NE,2021-04-17,5158,,,,,
NV,2021-04-17,98195,,,,,
NH,2021-04-17,6880,,,,,
NJ,2021-04-17,197613,,,,,
NM,2021-04-17,38372,,,,,
NY,2021-04-17,677876,,,,,
NC,2021-04-17,167808,,,,,
ND,2021-04-17,6976,,,,,
OH,2021-04-17,121884,,,,,
OK,2021-04-17,36208,,,,,
OR,2021-04-17,81918,,,,,
PA,2021-04-17,286351,,,,,
PR,2021-04-17,8648,,,,,
RI,2021-04-17,18519,,,,,
SC,2021-04-17,77607,,,,,
SD,2021-04-17,1245,,,,,
TN,2021-04-17,57738,,,,,
TX,2021-04-17,602468,,,,,
UT,2021-04-17,11156,,,,,
VT,2021-04-17,10697,,,,,
VI,2021-04-17,22,,,,,
VA,2021-04-17,16507,,,,,
WA,2021-04-17,2337,,,,,
WV,2021-04-17,17368,,,,,
WI,2021-04-17,26650,,,,,
WY,2021-04-17,4982,,,,,
AL,2021-04-24,51452,,,,,
AK,2021-04-24,16153,,,,,
AZ,2021-04-24,51736,,,,,
AR,2021-04-24,21003,,,,,
CA,2021-04-24,1074171,,,,,
CO,2021-04-24,67171,,,,,
CT,2021-04-24,88028,,,,,
DE,2021-04-24,2962,,,,,
DC,2021-04-24,5353,,,,,
FL,2021-04-24,0,,,,,
GA,2021-04-24,0,,,,,
HI,2021-04-24,34639,,,,,
ID,2021-04-24,6493,,,,,
IL,2021-04-24,264207,,,,,
IN,2021-04-24,67277,,,,,
IA,2021-04-24,24367,,,,,
KS,2021-04-24,9364,,,,,
KY,2021-04-24,27067,,,,,
LA,2021-04-24,72961,,,,,
ME,2021-04-24,17108,,,,,
MD,2021-04-24,86570,,,,,
MA,2021-04-24,227662,,,,,
MI,2021-04-24,259966,,,,,
MN,2021-04-24,181599,,,,,
MS,2021-04-24,23855,,,,,
MO,2021-04-24,53585,,,,,
MT,2021-04-24,7677,,,,,
NE,2021-04-24,5367,,,,,
NV,2021-04-24,96614,,,,,
NH,2021-04-24,6773,,,,,
NJ,2021-04-24,227406,,,,,
NM,2021-04-24,39931,,,,,
NY,2021-04-24,665144,,,,,
NC,2021-04-24,166668,,,,,
ND,2021-04-24,6724,,,,,
OH,2021-04-24,121234,,,,,
OK,2021-04-24,35497,,,,,
OR,2021-04-24,82597,,,,,
PA,2021-04-24,291439,,,,,
PR,2021-04-24,123238,,,,,
RI,2021-04-24,18567,,,,,
SC,2021-04-24,71491,,,,,
SD,2021-04-24,1277,,,,,
TN,2021-04-24,55969,,,,,
TX,2021-04-24,441882,,,,,
UT,2021-04-24,11417,,,,,
VT,2021-04-24,10849,,,,,
VI,2021-04-24,20,,,,,
VA,2021-04-24,14497,,,,,
WA,2021-04-24,2255,,,,,
WV,2021-04-24,17637,,,,,
WI,2021-04-24,29640,,,,,
WY,2021-04-24,4969,,,,,
AL,2021-05-01,51972,,,,,
AK,2021-05-01,16062,,,,,
AZ,2021-05-01,46041,,,,,
AR,2021-05-01,20843,,,,,
CA,2021-05-01,826640,,,,,
CO,2021-05-01,66881,,,,,
CT,2021-05-01,87885,,,,,
DE,2021-05-01,14252,,,,,
DC,2021-05-01,4924,,,,,
FL,2021-05-01,0,,,,,
GA,2021-05-01,0,,,,,
HI,2021-05-01,32796,,,,,
ID,2021-05-01,5590,,,,,
IL,2021-05-01,269304,,,,,
IN,2021-05-01,67408,,,,,
IA,2021-05-01,22112,,,,,
KS,2021-05-01,13175,,,,,
KY,2021-05-01,28990,,,,,
LA,2021-05-01,71817,,,,,
ME,2021-05-01,16947,,,,,
MD,2021-05-01,86089,,,,,
MA,2021-05-01,227424,,,,,
MI,2021-05-01,236244,,,,,
MN,2021-05-01,184869,,,,,
MS,2021-05-01,22435,,,,,
MO,2021-05-01,51545,,,,,
MT,2021-05-01,7661,,,,,
NE,2021-05-01,4973,,,,,
NV,2021-05-01,95292,,,,,
NH,2021-05-01,6501,,,,,
NJ,2021-05-01,241206,,,,,
NM,2021-05-01,39220,,,,,
NY,2021-05-01,670088,,,,,
NC,2021-05-01,163438,,,,,
ND,2021-05-01,6392,,,,,
OH,2021-05-01,121687,,,,,
OK,2021-05-01,34807,,,,,
OR,2021-05-01,83662,,,,,
PA,2021-05-01,284996,,,,,
PR,2021-05-01,50235,,,,,
RI,2021-05-01,18112,,,,,
SC,2021-05-01,70560,,,,,
SD,2021-05-01,1147,,,,,
TN,2021-05-01,54433,,,,,
TX,2021-05-01,618319,,,,,
UT,2021-05-01,11548,,,,,
VT,2021-05-01,10589,,,,,
VI,2021-05-01,40,,,,,
VA,2021-05-01,13689,,,,,
WA,2021-05-01,7592,,,,,
WV,2021-05-01,17247,,,,,
WI,2021-05-01,31663,,,,,
WY,2021-05-01,5028,,,,,
AL,2021-05-08,50920,,,,,
AK,2021-05-08,15898,,,,,
AZ,2021-05-08,43804,,,,,
AR,2021-05-08,20244,,,,,
CA,2021-05-08,992469,,,,,
CO,2021-05-08,65776,,,,,
CT,2021-05-08,88299,,,,,
DE,2021-05-08,14449,,,,,
DC,2021-05-08,4872,,,,,
FL,2021-05-08,0,,,,,
GA,2021-05-08,0,,,,,
HI,2021-05-08,35340,,,,,
ID,2021-05-08,5450,,,,,
IL,2021-05-08,276345,,,,,
IN,2021-05-08,67232,,,,,
IA,2021-05-08,22709,,,,,
KS,2021-05-08,13707,,,,,
KY,2021-05-08,29142,,,,,
LA,2021-05-08,70694,,,,,
ME,2021-05-08,16840,,,,,
MD,2021-05-08,86899,,,,,
MA,2021-05-08,226989,,,,,
MI,2021-05-08,253269,,,,,
MN,2021-05-08,184716,,,,,
MS,2021-05-08,23097,,,,,
MO,2021-05-08,51945,,,,,
MT,2021-05-08,7345,,,,,
NE,2021-05-08,5184,,,,,
NV,2021-05-08,95243,,,,,
NH,2021-05-08,6358,,,,,
NJ,2021-05-08,241020,,,,,
NM,2021-05-08,38868,,,,,
NY,2021-05-08,717235,,,,,
NC,2021-05-08,161980,,,,,
ND,2021-05-08,3755,,,,,
OH,2021-05-08,121738,,,,,
OK,2021-05-08,33447,,,,,
OR,2021-05-08,83603,,,,,
PA,2021-05-08,298976,,,,,
PR,2021-05-08,42502,,,,,
RI,2021-05-08,17933,,,,,
SC,2021-05-08,68728,,,,,
SD,2021-05-08,1353,,,,,
TN,2021-05-08,53646,,,,,
TX,2021-05-08,438611,,,,,
UT,2021-05-08,11484,,,,,
VT,2021-05-08,9771,,,,,
VI,2021-05-08,9,,,,,
VA,2021-05-08,12562,,,,,
WA,2021-05-08,3342,,,,,
WV,2021-05-08,17431,,,,,
WI,2021-05-08,33923,,,,,
WY,2021-05-08,4490,,,,,
AL,2021-05-15,44802,,,,,
AK,2021-05-15,15843,,,,,
AZ,2021-05-15,40779,,,,,
AR,2021-05-15,20833,,,,,
CA,2021-05-15,929115,,,,,
CO,2021-05-15,78633,,,,,
CT,2021-05-15,86832,,,,,
DE,2021-05-15,14247,,,,,
DC,2021-05-15,4459,,,,,
FL,2021-05-15,0,,,,,
GA,2021-05-15,0,,,,,
HI,2021-05-15,32216,,,,,
ID,2021-05-15,5268,,,,,
IL,2021-05-15,279090,,,,,
IN,2021-05-15,66499,,,,,
IA,2021-05-15,21414,,,,,
KS,2021-05-15,14074,,,,,
KY,2021-05-15,29284,,,,,
LA,2021-05-15,68465,,,,,
ME,2021-05-15,16379,,,,,
MD,2021-05-15,86624,,,,,
MA,2021-05-15,226991,,,,,
MI,2021-05-15,238366,,,,,
MN,2021-05-15,184482,,,,,
MS,2021-05-15,23037,,,,,
MO,2021-05-15,51604,,,,,
MT,2021-05-15,7097,,,,,
NE,2021-05-15,5051,,,,,
NV,2021-05-15,98496,,,,,
NH,2021-05-15,6089,,,,,
NJ,2021-05-15,234702,,,,,
NM,2021-05-15,38376,,,,,
NY,2021-05-15,759030,,,,,
NC,2021-05-15,162224,,,,,
ND,2021-05-15,3466,,,,,
OH,2021-05-15,121135,,,,,
OK,2021-05-15,34011,,,,,
OR,2021-05-15,82276,,,,,
PA,2021-05-15,282265,,,,,
PR,2021-05-15,49142,,,,,
RI,2021-05-15,17522,,,,,
SC,2021-05-15,68098,,,,,
SD,2021-05-15,1291,,,,,
TN,2021-05-15,53046,,,,,
TX,2021-05-15,607645,,,,,
UT,2021-05-15,10784,,,,,
VT,2021-05-15,8542,,,,,
VI,2021-05-15,39,,,,,
